1855|101.418327093|807.588608353|
1855|103.378737926|788.385219767|
1863|102.69828105|779.424518515|
1866|102.703305006|793.334276567|
1865|102.528333902|814.993701154|
1803|96.5060350895|794.352269248|
1855|101.872527838|796.917527556|
1839|100.281902075|801.795023863|
1843|102.652662039|805.523801578|
1876|107.44303298|795.692950471|
